fr_school_id	maxpreps_url	games_count
mi-detroit-cass-technical	https://www.maxpreps.com/mi/detroit/cass-tech-technicians/football/schedule/	9
mi-grand-rapids-grand-rapids-christian	https://www.maxpreps.com/mi/grand-rapids/christian-eagles/football/schedule/	9
mn-lakeville-lakeville-south	https://www.maxpreps.com/mn/lakeville/lakeville-south-cougars/football/schedule/	8
mn-minneapolis-edina	https://www.maxpreps.com/mn/edina/edina-hornets/football/schedule/	8
mn-minnetonka-minnetonka	https://www.maxpreps.com/mn/minnetonka/minnetonka-skippers/football/schedule/	8
mn-moorhead-moorhead	https://www.maxpreps.com/mn/moorhead/moorhead-spuds/football/schedule/	8
mn-plymouth-wayzata	https://www.maxpreps.com/mn/plymouth/wayzata-trojans/football/schedule/	8
mn-saint-paul-cretin-derham-hall	https://www.maxpreps.com/mn/st-paul/cretin-derham-hall-raiders/football/schedule/	9
mn-saint-paul-mahtomedi	https://www.maxpreps.com/mn/mahtomedi/mahtomedi-zephyrs/football/schedule/	8
mn-shakopee-shakopee	https://www.maxpreps.com/mn/shakopee/shakopee-sabers/football/schedule/	9
mo-kansas-city-saint-pius-x	https://www.maxpreps.com/mo/kansas-city/st-pius-x-warriors/football/schedule/	11
mo-lees-summit-lees-summit-north	https://www.maxpreps.com/mo/lees-summit/lees-summit-north-broncos/football/schedule/	10
mo-lees-summit-lees-summit-west	https://www.maxpreps.com/mo/lees-summit/lees-summit-west-titans/football/schedule/	9
mo-saint-louis-cardinal-ritter-college-prep	https://www.maxpreps.com/mo/st-louis/cardinal-ritter-college-prep-lions/football/schedule/	10
mo-saint-louis-ladue-horton-watkins	https://www.maxpreps.com/mo/st-louis/ladue-horton-watkins-rams/football/schedule/	9
mo-saint-louis-lindbergh	https://www.maxpreps.com/mo/st-louis/lindbergh-flyers/football/schedule/	9
mo-saint-louis-ritenour	https://www.maxpreps.com/mo/overland/ritenour-huskies/football/schedule/	9
ms-diberville-diberville	https://www.maxpreps.com/ms/diberville/diberville-warriors/football/schedule/	11
ms-gautier-gautier	https://www.maxpreps.com/ms/gautier/gautier-gators/football/schedule/	12
ms-jackson-jackson-academy	https://www.maxpreps.com/ms/jackson/jackson-academy-raiders/football/schedule/	10
ms-tigers-winona-winona	https://www.maxpreps.com/ms/winona/winona-tigers/football/schedule/	12
ms-vicksburg-warren-central	https://www.maxpreps.com/ms/vicksburg/warren-central-vikings/football/schedule/	11
nc-concord-cannon-school	https://www.maxpreps.com/nc/concord/cannon-cougars/football/schedule/	1
nc-reidsville-reidsville	https://www.maxpreps.com/nc/reidsville/reidsville-rams/football/schedule/	11
nc-saint-pauls-saint-pauls	https://www.maxpreps.com/nc/st-pauls/st-pauls-bulldogs/football/schedule/	10
nd-stanley-stanley	https://www.maxpreps.com/nd/stanley/stanley-blue-jays/football/schedule/	9
ne-hastings-saint-cecilia	https://www.maxpreps.com/ne/hastings/st-cecilia-bluehawks/football/schedule/	9
nh-exeter-phillips-exeter-academy	https://www.maxpreps.com/nh/exeter/phillips-exeter-academy-lions/football/schedule/	10
nh-manchester-manchester-memorial	https://www.maxpreps.com/nh/manchester/manchester-memorial-crusaders/football/schedule/	9
nj-camden-camden-eastside	https://www.maxpreps.com/nj/camden/eastside-tigers/football/schedule/	11
nj-east-orange-east-orange-campus	https://www.maxpreps.com/nj/east-orange/east-orange-campus-jaguars/football/schedule/	11
nj-jersey-city-saint-peters-prep	https://www.maxpreps.com/nj/jersey-city/st-peters-prep-marauders/football/schedule/	11
nj-montvale-saint-joseph-regional	https://www.maxpreps.com/nj/montvale/st-joseph-regional-green-knights/football/schedule/	13
nj-richland-saint-augustine-prep	https://www.maxpreps.com/nj/richland/st-augustine-prep-hermits/football/schedule/	11
nj-west-orange-seton-hall-prep	https://www.maxpreps.com/nj/west-orange/seton-hall-prep-pirates/football/schedule/	12
nv-henderson-liberty	https://www.maxpreps.com/nv/henderson/liberty-patriots/football/schedule/	9
nv-las-vegas-arbor-view	https://www.maxpreps.com/nv/las-vegas/arbor-view-aggies/football/schedule/	8
nv-las-vegas-mater-academy-east	https://www.maxpreps.com/nv/las-vegas/mater-academy-east-las-vegas-knights/football/schedule/	10
